Notes,County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Arkansas County, AR",5001,Alcohol-induced causes,A,12,201426,Unreliable
,"Arkansas County, AR",5001,All other non-drug and non-alcohol causes,O,2727,201426,1353.8
,"Ashley County, AR",5003,Drug-induced causes,D,32,227955,14
,"Ashley County, AR",5003,Alcohol-induced causes,A,18,227955,Unreliable
,"Ashley County, AR",5003,All other non-drug and non-alcohol causes,O,2846,227955,1248.5
,"Baxter County, AR",5005,Drug-induced causes,D,87,455174,19.1
,"Baxter County, AR",5005,Alcohol-induced causes,A,43,455174,9.4
,"Baxter County, AR",5005,All other non-drug and non-alcohol causes,O,7484,455174,1644.2
,"Benton County, AR",5007,Drug-induced causes,D,374,2775567,13.5
,"Benton County, AR",5007,Alcohol-induced causes,A,235,2775567,8.5
,"Benton County, AR",5007,All other non-drug and non-alcohol causes,O,19163,2775567,690.4
,"Boone County, AR",5009,Drug-induced causes,D,52,410317,12.7
,"Boone County, AR",5009,Alcohol-induced causes,A,40,410317,9.7
,"Boone County, AR",5009,All other non-drug and non-alcohol causes,O,4842,410317,1180.1
,"Bradley County, AR",5011,Drug-induced causes,D,Suppressed,122037,Suppressed
,"Bradley County, AR",5011,Alcohol-induced causes,A,10,122037,Unreliable
,"Bradley County, AR",5011,All other non-drug and non-alcohol causes,O,1688,122037,1383.2
,"Calhoun County, AR",5013,Drug-induced causes,D,Suppressed,57461,Suppressed
,"Calhoun County, AR",5013,Alcohol-induced causes,A,Suppressed,57461,Suppressed
,"Calhoun County, AR",5013,All other non-drug and non-alcohol causes,O,746,57461,1298.3
,"Carroll County, AR",5015,Drug-induced causes,D,67,306293,21.9
,"Carroll County, AR",5015,Alcohol-induced causes,A,53,306293,17.3
,"Carroll County, AR",5015,All other non-drug and non-alcohol causes,O,3409,306293,1113
,"Chicot County, AR",5017,Drug-induced causes,D,10,120557,Unreliable
,"Chicot County, AR",5017,Alcohol-induced causes,A,13,120557,Unreliable
,"Chicot County, AR",5017,All other non-drug and non-alcohol causes,O,1729,120557,1434.2
,"Clark County, AR",5019,Drug-induced causes,D,23,248175,9.3
,"Clark County, AR",5019,Alcohol-induced causes,A,17,248175,Unreliable
,"Clark County, AR",5019,All other non-drug and non-alcohol causes,O,2749,248175,1107.7
,"Clay County, AR",5021,Drug-induced causes,D,29,166889,17.4
,"Clay County, AR",5021,Alcohol-induced causes,A,12,166889,Unreliable
,"Clay County, AR",5021,All other non-drug and non-alcohol causes,O,2638,166889,1580.7
,"Cleburne County, AR",5023,Drug-induced causes,D,34,279597,12.2
,"Cleburne County, AR",5023,Alcohol-induced causes,A,18,279597,Unreliable
,"Cleburne County, AR",5023,All other non-drug and non-alcohol causes,O,4056,279597,1450.7
,"Cleveland County, AR",5025,Drug-induced causes,D,Suppressed,91715,Suppressed
,"Cleveland County, AR",5025,Alcohol-induced causes,A,Suppressed,91715,Suppressed
,"Cleveland County, AR",5025,All other non-drug and non-alcohol causes,O,1144,91715,1247.3
,"Columbia County, AR",5027,Drug-induced causes,D,30,263490,11.4
,"Columbia County, AR",5027,Alcohol-induced causes,A,24,263490,9.1
,"Columbia County, AR",5027,All other non-drug and non-alcohol causes,O,3306,263490,1254.7
,"Conway County, AR",5029,Drug-induced causes,D,32,231804,13.8
,"Conway County, AR",5029,Alcohol-induced causes,A,20,231804,8.6
,"Conway County, AR",5029,All other non-drug and non-alcohol causes,O,2878,231804,1241.6
,"Craighead County, AR",5031,Drug-induced causes,D,130,1146938,11.3
,"Craighead County, AR",5031,Alcohol-induced causes,A,41,1146938,3.6
,"Craighead County, AR",5031,All other non-drug and non-alcohol causes,O,10134,1146938,883.6
,"Crawford County, AR",5033,Drug-induced causes,D,130,686213,18.9
,"Crawford County, AR",5033,Alcohol-induced causes,A,57,686213,8.3
,"Crawford County, AR",5033,All other non-drug and non-alcohol causes,O,6793,686213,989.9
,"Crittenden County, AR",5035,Drug-induced causes,D,70,541603,12.9
,"Crittenden County, AR",5035,Alcohol-induced causes,A,33,541603,6.1
,"Crittenden County, AR",5035,All other non-drug and non-alcohol causes,O,5608,541603,1035.4
,"Cross County, AR",5037,Drug-induced causes,D,28,188530,14.9
,"Cross County, AR",5037,Alcohol-induced causes,A,25,188530,13.3
,"Cross County, AR",5037,All other non-drug and non-alcohol causes,O,2500,188530,1326
,"Dallas County, AR",5039,Drug-induced causes,D,Suppressed,83322,Suppressed
,"Dallas County, AR",5039,Alcohol-induced causes,A,Suppressed,83322,Suppressed
,"Dallas County, AR",5039,All other non-drug and non-alcohol causes,O,1220,83322,1464.2
,"Desha County, AR",5041,Drug-induced causes,D,Suppressed,132673,Suppressed
,"Desha County, AR",5041,Alcohol-induced causes,A,15,132673,Unreliable
,"Desha County, AR",5041,All other non-drug and non-alcohol causes,O,1707,132673,1286.6
,"Drew County, AR",5043,Drug-induced causes,D,25,203626,12.3
,"Drew County, AR",5043,Alcohol-induced causes,A,11,203626,Unreliable
,"Drew County, AR",5043,All other non-drug and non-alcohol causes,O,2238,203626,1099.1
,"Faulkner County, AR",5045,Drug-induced causes,D,176,1333796,13.2
,"Faulkner County, AR",5045,Alcohol-induced causes,A,66,1333796,4.9
,"Faulkner County, AR",5045,All other non-drug and non-alcohol causes,O,10100,1333796,757.2
,"Franklin County, AR",5047,Drug-induced causes,D,41,196696,20.8
,"Franklin County, AR",5047,Alcohol-induced causes,A,27,196696,13.7
,"Franklin County, AR",5047,All other non-drug and non-alcohol causes,O,2523,196696,1282.7
,"Fulton County, AR",5049,Drug-induced causes,D,15,134797,Unreliable
,"Fulton County, AR",5049,Alcohol-induced causes,A,11,134797,Unreliable
,"Fulton County, AR",5049,All other non-drug and non-alcohol causes,O,1939,134797,1438.5
,"Garland County, AR",5051,Drug-induced causes,D,302,1076187,28.1
,"Garland County, AR",5051,Alcohol-induced causes,A,173,1076187,16.1
,"Garland County, AR",5051,All other non-drug and non-alcohol causes,O,14949,1076187,1389.1
,"Grant County, AR",5053,Drug-induced causes,D,27,199241,13.6
,"Grant County, AR",5053,Alcohol-induced causes,A,16,199241,Unreliable
,"Grant County, AR",5053,All other non-drug and non-alcohol causes,O,2139,199241,1073.6
,"Greene County, AR",5055,Drug-induced causes,D,70,484858,14.4
,"Greene County, AR",5055,Alcohol-induced causes,A,32,484858,6.6
,"Greene County, AR",5055,All other non-drug and non-alcohol causes,O,5304,484858,1093.9
,"Hempstead County, AR",5057,Drug-induced causes,D,26,242769,10.7
,"Hempstead County, AR",5057,Alcohol-induced causes,A,Suppressed,242769,Suppressed
,"Hempstead County, AR",5057,All other non-drug and non-alcohol causes,O,2681,242769,1104.3
,"Hot Spring County, AR",5059,Drug-induced causes,D,55,367699,15
,"Hot Spring County, AR",5059,Alcohol-induced causes,A,38,367699,10.3
,"Hot Spring County, AR",5059,All other non-drug and non-alcohol causes,O,4491,367699,1221.4
,"Howard County, AR",5061,Drug-induced causes,D,Suppressed,148298,Suppressed
,"Howard County, AR",5061,Alcohol-induced causes,A,Suppressed,148298,Suppressed
,"Howard County, AR",5061,All other non-drug and non-alcohol causes,O,1900,148298,1281.2
,"Independence County, AR",5063,Drug-induced causes,D,43,409473,10.5
,"Independence County, AR",5063,Alcohol-induced causes,A,14,409473,Unreliable
,"Independence County, AR",5063,All other non-drug and non-alcohol causes,O,4606,409473,1124.9
,"Izard County, AR",5065,Drug-induced causes,D,22,148842,14.8
,"Izard County, AR",5065,Alcohol-induced causes,A,18,148842,Unreliable
,"Izard County, AR",5065,All other non-drug and non-alcohol causes,O,2132,148842,1432.4
,"Jackson County, AR",5067,Drug-induced causes,D,34,190472,17.9
,"Jackson County, AR",5067,Alcohol-induced causes,A,21,190472,11
,"Jackson County, AR",5067,All other non-drug and non-alcohol causes,O,2556,190472,1341.9
,"Jefferson County, AR",5069,Drug-induced causes,D,101,784903,12.9
,"Jefferson County, AR",5069,Alcohol-induced causes,A,54,784903,6.9
,"Jefferson County, AR",5069,All other non-drug and non-alcohol causes,O,9247,784903,1178.1
,"Johnson County, AR",5071,Drug-induced causes,D,48,287736,16.7
,"Johnson County, AR",5071,Alcohol-induced causes,A,26,287736,9
,"Johnson County, AR",5071,All other non-drug and non-alcohol causes,O,2907,287736,1010.3
,"Lafayette County, AR",5073,Drug-induced causes,D,Suppressed,77578,Suppressed
,"Lafayette County, AR",5073,Alcohol-induced causes,A,Suppressed,77578,Suppressed
,"Lafayette County, AR",5073,All other non-drug and non-alcohol causes,O,1144,77578,1474.6
,"Lawrence County, AR",5075,Drug-induced causes,D,28,184836,15.1
,"Lawrence County, AR",5075,Alcohol-induced causes,A,Suppressed,184836,Suppressed
,"Lawrence County, AR",5075,All other non-drug and non-alcohol causes,O,2638,184836,1427.2
,"Lee County, AR",5077,Drug-induced causes,D,16,105332,Unreliable
,"Lee County, AR",5077,Alcohol-induced causes,A,Suppressed,105332,Suppressed
,"Lee County, AR",5077,All other non-drug and non-alcohol causes,O,1381,105332,1311.1
,"Lincoln County, AR",5079,Drug-induced causes,D,27,150764,17.9
,"Lincoln County, AR",5079,Alcohol-induced causes,A,Suppressed,150764,Suppressed
,"Lincoln County, AR",5079,All other non-drug and non-alcohol causes,O,1510,150764,1001.6
,"Little River County, AR",5081,Drug-induced causes,D,16,138395,Unreliable
,"Little River County, AR",5081,Alcohol-induced causes,A,15,138395,Unreliable
,"Little River County, AR",5081,All other non-drug and non-alcohol causes,O,1852,138395,1338.2
,"Logan County, AR",5083,Drug-induced causes,D,50,240507,20.8
,"Logan County, AR",5083,Alcohol-induced causes,A,16,240507,Unreliable
,"Logan County, AR",5083,All other non-drug and non-alcohol causes,O,3114,240507,1294.8
,"Lonoke County, AR",5085,Drug-induced causes,D,135,787504,17.1
,"Lonoke County, AR",5085,Alcohol-induced causes,A,70,787504,8.9
,"Lonoke County, AR",5085,All other non-drug and non-alcohol causes,O,7096,787504,901.1
,"Madison County, AR",5087,Drug-induced causes,D,13,176458,Unreliable
,"Madison County, AR",5087,Alcohol-induced causes,A,12,176458,Unreliable
,"Madison County, AR",5087,All other non-drug and non-alcohol causes,O,1973,176458,1118.1
,"Marion County, AR",5089,Drug-induced causes,D,27,181735,14.9
,"Marion County, AR",5089,Alcohol-induced causes,A,17,181735,Unreliable
,"Marion County, AR",5089,All other non-drug and non-alcohol causes,O,2798,181735,1539.6
,"Miller County, AR",5091,Drug-induced causes,D,40,479390,8.3
,"Miller County, AR",5091,Alcohol-induced causes,A,42,479390,8.8
,"Miller County, AR",5091,All other non-drug and non-alcohol causes,O,5315,479390,1108.7
,"Mississippi County, AR",5093,Drug-induced causes,D,81,477696,17
,"Mississippi County, AR",5093,Alcohol-induced causes,A,66,477696,13.8
,"Mississippi County, AR",5093,All other non-drug and non-alcohol causes,O,5675,477696,1188
,"Monroe County, AR",5095,Drug-induced causes,D,Suppressed,81154,Suppressed
,"Monroe County, AR",5095,Alcohol-induced causes,A,13,81154,Unreliable
,"Monroe County, AR",5095,All other non-drug and non-alcohol causes,O,1297,81154,1598.2
,"Montgomery County, AR",5097,Drug-induced causes,D,14,100252,Unreliable
,"Montgomery County, AR",5097,Alcohol-induced causes,A,10,100252,Unreliable
,"Montgomery County, AR",5097,All other non-drug and non-alcohol causes,O,1461,100252,1457.3
,"Nevada County, AR",5099,Drug-induced causes,D,Suppressed,94421,Suppressed
,"Nevada County, AR",5099,Alcohol-induced causes,A,Suppressed,94421,Suppressed
,"Nevada County, AR",5099,All other non-drug and non-alcohol causes,O,1294,94421,1370.5
,"Newton County, AR",5101,Drug-induced causes,D,20,87485,22.9
,"Newton County, AR",5101,Alcohol-induced causes,A,Suppressed,87485,Suppressed
,"Newton County, AR",5101,All other non-drug and non-alcohol causes,O,1080,87485,1234.5
,"Ouachita County, AR",5103,Drug-induced causes,D,34,269705,12.6
,"Ouachita County, AR",5103,Alcohol-induced causes,A,20,269705,7.4
,"Ouachita County, AR",5103,All other non-drug and non-alcohol causes,O,3866,269705,1433.4
,"Perry County, AR",5105,Drug-induced causes,D,11,113582,Unreliable
,"Perry County, AR",5105,Alcohol-induced causes,A,10,113582,Unreliable
,"Perry County, AR",5105,All other non-drug and non-alcohol causes,O,1361,113582,1198.3
,"Phillips County, AR",5107,Drug-induced causes,D,13,214482,Unreliable
,"Phillips County, AR",5107,Alcohol-induced causes,A,25,214482,11.7
,"Phillips County, AR",5107,All other non-drug and non-alcohol causes,O,2930,214482,1366.1
,"Pike County, AR",5109,Drug-induced causes,D,19,120414,Unreliable
,"Pike County, AR",5109,Alcohol-induced causes,A,Suppressed,120414,Suppressed
,"Pike County, AR",5109,All other non-drug and non-alcohol causes,O,1527,120414,1268.1
,"Poinsett County, AR",5111,Drug-induced causes,D,48,264797,18.1
,"Poinsett County, AR",5111,Alcohol-induced causes,A,22,264797,8.3
,"Poinsett County, AR",5111,All other non-drug and non-alcohol causes,O,3749,264797,1415.8
,"Polk County, AR",5113,Drug-induced causes,D,31,222601,13.9
,"Polk County, AR",5113,Alcohol-induced causes,A,11,222601,Unreliable
,"Polk County, AR",5113,All other non-drug and non-alcohol causes,O,3004,222601,1349.5
,"Pope County, AR",5115,Drug-induced causes,D,88,696008,12.6
,"Pope County, AR",5115,Alcohol-induced causes,A,70,696008,10.1
,"Pope County, AR",5115,All other non-drug and non-alcohol causes,O,6524,696008,937.3
,"Prairie County, AR",5117,Drug-induced causes,D,Suppressed,91361,Suppressed
,"Prairie County, AR",5117,Alcohol-induced causes,A,Suppressed,91361,Suppressed
,"Prairie County, AR",5117,All other non-drug and non-alcohol causes,O,1228,91361,1344.1
,"Pulaski County, AR",5119,Drug-induced causes,D,720,4299427,16.7
,"Pulaski County, AR",5119,Alcohol-induced causes,A,377,4299427,8.8
,"Pulaski County, AR",5119,All other non-drug and non-alcohol causes,O,39684,4299427,923
,"Randolph County, AR",5121,Drug-induced causes,D,29,195806,14.8
,"Randolph County, AR",5121,Alcohol-induced causes,A,12,195806,Unreliable
,"Randolph County, AR",5121,All other non-drug and non-alcohol causes,O,2676,195806,1366.7
,"St. Francis County, AR",5123,Drug-induced causes,D,25,292075,8.6
,"St. Francis County, AR",5123,Alcohol-induced causes,A,23,292075,7.9
,"St. Francis County, AR",5123,All other non-drug and non-alcohol causes,O,3040,292075,1040.8
,"Saline County, AR",5125,Drug-induced causes,D,217,1281924,16.9
,"Saline County, AR",5125,Alcohol-induced causes,A,118,1281924,9.2
,"Saline County, AR",5125,All other non-drug and non-alcohol causes,O,11704,1281924,913
,"Scott County, AR",5127,Drug-induced causes,D,22,117157,18.8
,"Scott County, AR",5127,Alcohol-induced causes,A,Suppressed,117157,Suppressed
,"Scott County, AR",5127,All other non-drug and non-alcohol causes,O,1420,117157,1212
,"Searcy County, AR",5129,Drug-induced causes,D,12,87645,Unreliable
,"Searcy County, AR",5129,Alcohol-induced causes,A,Suppressed,87645,Suppressed
,"Searcy County, AR",5129,All other non-drug and non-alcohol causes,O,1264,87645,1442.2
,"Sebastian County, AR",5131,Drug-induced causes,D,215,1401143,15.3
,"Sebastian County, AR",5131,Alcohol-induced causes,A,134,1401143,9.6
,"Sebastian County, AR",5131,All other non-drug and non-alcohol causes,O,13926,1401143,993.9
,"Sevier County, AR",5133,Drug-induced causes,D,23,188483,12.2
,"Sevier County, AR",5133,Alcohol-induced causes,A,15,188483,Unreliable
,"Sevier County, AR",5133,All other non-drug and non-alcohol causes,O,1771,188483,939.6
,"Sharp County, AR",5135,Drug-induced causes,D,34,189347,18
,"Sharp County, AR",5135,Alcohol-induced causes,A,17,189347,Unreliable
,"Sharp County, AR",5135,All other non-drug and non-alcohol causes,O,2995,189347,1581.8
,"Stone County, AR",5137,Drug-induced causes,D,14,137904,Unreliable
,"Stone County, AR",5137,Alcohol-induced causes,A,Suppressed,137904,Suppressed
,"Stone County, AR",5137,All other non-drug and non-alcohol causes,O,1902,137904,1379.2
,"Union County, AR",5139,Drug-induced causes,D,61,440361,13.9
,"Union County, AR",5139,Alcohol-induced causes,A,68,440361,15.4
,"Union County, AR",5139,All other non-drug and non-alcohol causes,O,5776,440361,1311.7
,"Van Buren County, AR",5141,Drug-induced causes,D,26,184785,14.1
,"Van Buren County, AR",5141,Alcohol-induced causes,A,24,184785,13
,"Van Buren County, AR",5141,All other non-drug and non-alcohol causes,O,2558,184785,1384.3
,"Washington County, AR",5143,Drug-induced causes,D,190,2464085,7.7
,"Washington County, AR",5143,Alcohol-induced causes,A,185,2464085,7.5
,"Washington County, AR",5143,All other non-drug and non-alcohol causes,O,16728,2464085,678.9
,"White County, AR",5145,Drug-induced causes,D,119,864460,13.8
,"White County, AR",5145,Alcohol-induced causes,A,54,864460,6.2
,"White County, AR",5145,All other non-drug and non-alcohol causes,O,9143,864460,1057.7
,"Woodruff County, AR",5147,Drug-induced causes,D,11,74598,Unreliable
,"Woodruff County, AR",5147,Alcohol-induced causes,A,Suppressed,74598,Suppressed
,"Woodruff County, AR",5147,All other non-drug and non-alcohol causes,O,1133,74598,1518.8
,"Yell County, AR",5149,Drug-induced causes,D,25,238866,10.5
,"Yell County, AR",5149,Alcohol-induced causes,A,20,238866,8.4
,"Yell County, AR",5149,All other non-drug and non-alcohol causes,O,2837,238866,1187.7
,"Alameda County, CA",6001,Drug-induced causes,D,2148,17734192,12.1
,"Alameda County, CA",6001,Alcohol-induced causes,A,1743,17734192,9.8
,"Alameda County, CA",6001,All other non-drug and non-alcohol causes,O,103756,17734192,585.1
,"Alpine County, CA",6003,Drug-induced causes,D,Suppressed,12331,Suppressed
,"Alpine County, CA",6003,Alcohol-induced causes,A,Suppressed,12331,Suppressed
,"Alpine County, CA",6003,All other non-drug and non-alcohol causes,O,152,12331,1232.7
